MEXP,D.D,POS1,SL1,SL2,SR1,SR2,MSK1,MSK2,MSK3,MSK4,PARITY1,PARITY2,PARITY3,PARITY4,ALTI_SL2_PERM,,,,,,,,,,,,,,,,ALTI_SL2_PERM64,,,,,,,,,,,,,,,,ALTI_SR2_PERM,,,,,,,,,,,,,,,,ALTI_SR2_PERM64,,,,,,,,,,,,,,,
607,96,2,15,3,13,3,fdff37ff,ef7f3f7d,ff777b7d,7ff7fb2f,00000001,00000000,00000000,5986f054,3,21,21,21,7,0,1,2,11,4,5,6,15,8,9,10,3,4,5,6,7,29,29,29,11,12,13,14,15,0,1,2,5,6,7,0,9,10,11,4,13,14,15,8,19,19,19,12,13,14,15,0,1,2,3,4,19,19,19,8,9,10,11,12
607,96,2,19,1,13,1,ffbfffbf,cdffffff,effbffed,fef8fbdc,00000001,00000000,80000000,30b388af,1,2,3,23,5,6,7,0,9,10,11,4,13,14,15,8,1,2,3,4,5,6,7,31,9,10,11,12,13,14,15,0,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
607,98,1,13,3,11,5,df7fffff,f7ff77ff,fffff2ff,ffff473f,00000001,00000000,00000000,b5a64116,3,21,21,21,7,0,1,2,11,4,5,6,15,8,9,10,3,4,5,6,7,29,29,29,11,12,13,14,15,0,1,2,11,4,5,6,15,8,9,10,29,12,13,14,29,29,29,29,11,12,13,14,15,0,1,2,21,21,21,21,21,8,9,10
607,102,3,11,3,21,1,6fff7ffe,f5fffffe,bffffffe,afdfffff,00000001,00000000,10000000,6f6fec6a,3,21,21,21,7,0,1,2,11,4,5,6,15,8,9,10,3,4,5,6,7,29,29,29,11,12,13,14,15,0,1,2,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
607,119,2,15,1,3,1,ff77fff7,fd77ffff,fffffdcf,fffffffa,00000001,00000000,20000000,d63bbe55,1,2,3,23,5,6,7,0,9,10,11,4,13,14,15,8,1,2,3,4,5,6,7,31,9,10,11,12,13,14,15,0,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
607,134,1,7,3,2,1,bedf9cff,dfe6dfff,fdfffffa,dfff7efb,00000001,00000000,80000000,a52af51d,3,21,21,21,7,0,1,2,11,4,5,6,15,8,9,10,3,4,5,6,7,29,29,29,11,12,13,14,15,0,1,2,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
607,135,1,14,1,1,1,ffefffff,7e6ffa77,fff7fffa,fbbffffb,00000001,00000000,00000000,57810851,1,2,3,23,5,6,7,0,9,10,11,4,13,14,15,8,1,2,3,4,5,6,7,31,9,10,11,12,13,14,15,0,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
607,136,2,14,1,11,1,7bfffbff,fba7ffbf,f7fffe3f,f36fffff,00000001,00000000,00000000,170c7993,1,2,3,23,5,6,7,0,9,10,11,4,13,14,15,8,1,2,3,4,5,6,7,31,9,10,11,12,13,14,15,0,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
607,138,1,14,5,3,1,ffe7ffff,ff6fefff,7f3fffff,ff7feffb,00000001,00000000,40000000,f4112310,27,27,27,27,1,2,3,27,5,6,7,0,9,10,11,4,5,6,7,27,27,27,27,27,13,14,15,0,1,2,3,4,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
607,155,1,5,3,6,3,d3ddebfb,ffdfffdf,ffbf9bff,efefbfff,00000001,00000000,02000000,67e80003,3,21,21,21,7,0,1,2,11,4,5,6,15,8,9,10,3,4,5,6,7,29,29,29,11,12,13,14,15,0,1,2,5,6,7,0,9,10,11,4,13,14,15,8,19,19,19,12,13,14,15,0,1,2,3,4,19,19,19,8,9,10,11,12
607,155,3,13,1,3,3,7fffd6be,ffbefdfc,f7ff73f5,37fff7fb,00000001,00000000,80000000,cd8ababa,1,2,3,23,5,6,7,0,9,10,11,4,13,14,15,8,1,2,3,4,5,6,7,31,9,10,11,12,13,14,15,0,5,6,7,0,9,10,11,4,13,14,15,8,19,19,19,12,13,14,15,0,1,2,3,4,19,19,19,8,9,10,11,12
607,159,1,12,7,9,1,feffffde,fe8fbfb7,63effffd,7fe7b3f5,00000001,00000000,00000000,694481dd,25,25,25,25,3,25,25,25,7,0,1,2,11,4,5,6,7,25,25,25,25,25,25,25,15,0,1,2,3,4,5,6,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
607,159,1,13,7,5,1,fffff9b7,bfebffdb,e7dfeefe,f3ff3eff,00000001,00000000,80000000,6e1c11be,25,25,25,25,3,25,25,25,7,0,1,2,11,4,5,6,7,25,25,25,25,25,25,25,15,0,1,2,3,4,5,6,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
607,159,3,6,7,1,1,feffbff7,fffdd7ff,7ffffdff,fdffffff,00000001,00000000,00000000,047cd258,25,25,25,25,3,25,25,25,7,0,1,2,11,4,5,6,7,25,25,25,25,25,25,25,15,0,1,2,3,4,5,6,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
607,160,1,23,1,20,1,f5ffbfff,bffcfffe,ffbffefe,7fffbeef,00000001,00000000,00000000,de196133,1,2,3,23,5,6,7,0,9,10,11,4,13,14,15,8,1,2,3,4,5,6,7,31,9,10,11,12,13,14,15,0,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
607,169,2,13,1,16,3,fffffbbf,fffdffef,efb97fff,df7fffef,00000001,00000000,80000000,946dbc1c,1,2,3,23,5,6,7,0,9,10,11,4,13,14,15,8,1,2,3,4,5,6,7,31,9,10,11,12,13,14,15,0,5,6,7,0,9,10,11,4,13,14,15,8,19,19,19,12,13,14,15,0,1,2,3,4,19,19,19,8,9,10,11,12
607,175,1,17,3,22,5,dffffafe,dffffeff,fd77ffdf,fbfffffb,00000001,00000000,00000000,a7c70cc8,3,21,21,21,7,0,1,2,11,4,5,6,15,8,9,10,3,4,5,6,7,29,29,29,11,12,13,14,15,0,1,2,11,4,5,6,15,8,9,10,29,12,13,14,29,29,29,29,11,12,13,14,15,0,1,2,21,21,21,21,21,8,9,10
607,176,1,7,3,21,3,bffddfef,ffffffd7,3ffffff7,fff5effb,00000001,00000000,40000000,e7aab0e7,3,21,21,21,7,0,1,2,11,4,5,6,15,8,9,10,3,4,5,6,7,29,29,29,11,12,13,14,15,0,1,2,5,6,7,0,9,10,11,4,13,14,15,8,19,19,19,12,13,14,15,0,1,2,3,4,19,19,19,8,9,10,11,12
607,181,1,5,3,15,5,ffffdf7f,bfffed97,ffeadcbf,f7ffbefb,00000001,00000000,00000000,7aa354e4,3,21,21,21,7,0,1,2,11,4,5,6,15,8,9,10,3,4,5,6,7,29,29,29,11,12,13,14,15,0,1,2,11,4,5,6,15,8,9,10,29,12,13,14,29,29,29,29,11,12,13,14,15,0,1,2,21,21,21,21,21,8,9,10
607,195,2,10,3,23,1,ffebccfd,affffffd,f777bdff,af7effff,00000001,00000000,80000000,c824d8c1,3,21,21,21,7,0,1,2,11,4,5,6,15,8,9,10,3,4,5,6,7,29,29,29,11,12,13,14,15,0,1,2,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
607,196,1,4,3,1,1,fe9fffef,ffbffeff,be57bdff,fefb3f5f,00000001,00000000,80000000,41129a62,3,21,21,21,7,0,1,2,11,4,5,6,15,8,9,10,3,4,5,6,7,29,29,29,11,12,13,14,15,0,1,2,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
607,197,2,5,3,18,5,fcbeffcf,5bfebb7f,fff5efff,efb5eff9,00000001,00000000,00000000,4925021a,3,21,21,21,7,0,1,2,11,4,5,6,15,8,9,10,3,4,5,6,7,29,29,29,11,12,13,14,15,0,1,2,11,4,5,6,15,8,9,10,29,12,13,14,29,29,29,29,11,12,13,14,15,0,1,2,21,21,21,21,21,8,9,10
607,204,1,3,3,2,3,ffffffff,ffffeef7,bff6ff73,ffe7f7d7,00000001,00000000,00000000,737556b0,3,21,21,21,7,0,1,2,11,4,5,6,15,8,9,10,3,4,5,6,7,29,29,29,11,12,13,14,15,0,1,2,5,6,7,0,9,10,11,4,13,14,15,8,19,19,19,12,13,14,15,0,1,2,3,4,19,19,19,8,9,10,11,12
607,207,3,11,5,4,1,7fdfffff,7cddd7fa,febfdeee,ffbffef7,00000001,00000000,00000000,b4be184d,27,27,27,27,1,2,3,27,5,6,7,0,9,10,11,4,5,6,7,27,27,27,27,27,13,14,15,0,1,2,3,4,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
607,212,2,21,5,4,1,ffbbf77f,ff7ffbfb,bffff7f7,efecdfff,00000001,00000000,04000000,f361b11f,27,27,27,27,1,2,3,27,5,6,7,0,9,10,11,4,5,6,7,27,27,27,27,27,13,14,15,0,1,2,3,4,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
607,213,1,13,3,18,7,dfbf5fff,cffd7eff,ffbe3fff,fdbfff9f,00000001,00000000,80000000,d28269a7,3,21,21,21,7,0,1,2,11,4,5,6,15,8,9,10,3,4,5,6,7,29,29,29,11,12,13,14,15,0,1,2,9,10,11,4,13,14,15,8,31,31,31,12,31,31,31,31,9,10,11,12,13,14,15,0,23,23,23,23,23,23,23,8
