MEXP,D.D,POS1,SL1,SL2,SR1,SR2,MSK1,MSK2,MSK3,MSK4,PARITY1,PARITY2,PARITY3,PARITY4,ALTI_SL2_PERM,,,,,,,,,,,,,,,,ALTI_SL2_PERM64,,,,,,,,,,,,,,,,ALTI_SR2_PERM,,,,,,,,,,,,,,,,ALTI_SR2_PERM64,,,,,,,,,,,,,,,
4253,861,17,20,1,7,1,9f7bffff,9fffff5f,3efffffb,fffff7bb,a8000001,af5390a3,b740b3f8,6c11486d,1,2,3,23,5,6,7,0,9,10,11,4,13,14,15,8,1,2,3,4,5,6,7,31,9,10,11,12,13,14,15,0,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
4253,929,25,10,3,1,3,daeeedf7,fff4eff7,ffffebfe,eff7febf,c0000001,078d2186,e690a4a9,7a5efbe5,3,21,21,21,7,0,1,2,11,4,5,6,15,8,9,10,3,4,5,6,7,29,29,29,11,12,13,14,15,0,1,2,5,6,7,0,9,10,11,4,13,14,15,8,19,19,19,12,13,14,15,0,1,2,3,4,19,19,19,8,9,10,11,12
4253,1031,15,25,1,2,1,dffff3ff,ffdebf7f,ffdfbdf7,fbffffff,20000001,8b4ecd15,b3480fc1,35ab1967,1,2,3,23,5,6,7,0,9,10,11,4,13,14,15,8,1,2,3,4,5,6,7,31,9,10,11,12,13,14,15,0,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
4253,1136,28,8,3,3,5,afffdffb,ffffdfbf,fbffdf77,7d7cfef7,20000001,8ed2d92a,efc5d057,a6e061d3,3,21,21,21,7,0,1,2,11,4,5,6,15,8,9,10,3,4,5,6,7,29,29,29,11,12,13,14,15,0,1,2,11,4,5,6,15,8,9,10,29,12,13,14,29,29,29,29,11,12,13,14,15,0,1,2,21,21,21,21,21,8,9,10
4253,1165,10,17,3,13,3,bffdefff,ffaffeff,9f3ebfce,bf9fffdf,a0000001,d3bdda16,4140113f,d458c634,3,21,21,21,7,0,1,2,11,4,5,6,15,8,9,10,3,4,5,6,7,29,29,29,11,12,13,14,15,0,1,2,5,6,7,0,9,10,11,4,13,14,15,8,19,19,19,12,13,14,15,0,1,2,3,4,19,19,19,8,9,10,11,12
4253,1209,8,7,3,19,1,bffffffb,6f9ffbff,7f9fe7f7,bfeffffb,40000001,4e4b2758,b998e05a,c4f1b268,3,21,21,21,7,0,1,2,11,4,5,6,15,8,9,10,3,4,5,6,7,29,29,29,11,12,13,14,15,0,1,2,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
4253,1245,13,18,1,21,1,e777f7fc,f7d7bf7d,edff7f5f,ffbfff7f,40000001,7df3317a,bbfeb4c7,13a23b1d,1,2,3,23,5,6,7,0,9,10,11,4,13,14,15,8,1,2,3,4,5,6,7,31,9,10,11,12,13,14,15,0,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
4253,1266,14,6,3,3,5,7fdff3fb,57dfffdb,fe9ffddf,fefdae7f,42000001,eb34cfce,3eab62b1,95b6f6eb,3,21,21,21,7,0,1,2,11,4,5,6,15,8,9,10,3,4,5,6,7,29,29,29,11,12,13,14,15,0,1,2,11,4,5,6,15,8,9,10,29,12,13,14,29,29,29,29,11,12,13,14,15,0,1,2,21,21,21,21,21,8,9,10
4253,1314,23,11,7,6,1,ffbfbe7f,ffbfdf6d,bfbffdfd,fffffffd,60000001,045bc889,7b26b276,f4e713f6,25,25,25,25,3,25,25,25,7,0,1,2,11,4,5,6,7,25,25,25,25,25,25,25,15,0,1,2,3,4,5,6,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
4253,1316,16,16,3,11,3,fdffff4f,fff7fbff,ee7ffdff,dfbbfdff,c0000001,eb6e2a53,04550962,e0c0375f,3,21,21,21,7,0,1,2,11,4,5,6,15,8,9,10,3,4,5,6,7,29,29,29,11,12,13,14,15,0,1,2,5,6,7,0,9,10,11,4,13,14,15,8,19,19,19,12,13,14,15,0,1,2,3,4,19,19,19,8,9,10,11,12
4253,1344,28,5,3,11,5,f8fefff7,dfffffff,7fffffff,fffdfbf7,a0000001,e4616943,0a9b362c,e8730649,3,21,21,21,7,0,1,2,11,4,5,6,15,8,9,10,3,4,5,6,7,29,29,29,11,12,13,14,15,0,1,2,11,4,5,6,15,8,9,10,29,12,13,14,29,29,29,29,11,12,13,14,15,0,1,2,21,21,21,21,21,8,9,10
4253,1394,12,17,5,5,3,ffffffff,bdffffff,e7fffffe,f3b7f7ef,a0000001,e4d017d4,e32206c7,e65fe0ee,27,27,27,27,1,2,3,27,5,6,7,0,9,10,11,4,5,6,7,27,27,27,27,27,13,14,15,0,1,2,3,4,5,6,7,0,9,10,11,4,13,14,15,8,19,19,19,12,13,14,15,0,1,2,3,4,19,19,19,8,9,10,11,12
4253,1496,13,13,5,12,3,3ff7ff7f,ffffdfdf,ffbdbf7f,ffffbeff,90000001,655f358e,996adc07,9ffd9669,27,27,27,27,1,2,3,27,5,6,7,0,9,10,11,4,5,6,7,27,27,27,27,27,13,14,15,0,1,2,3,4,5,6,7,0,9,10,11,4,13,14,15,8,19,19,19,12,13,14,15,0,1,2,3,4,19,19,19,8,9,10,11,12
4253,1552,18,13,3,17,7,bdf7ffff,fbdfbfff,7fdffb3f,ffbe6bef,20000001,b081cfbe,b3d5e047,100e4768,3,21,21,21,7,0,1,2,11,4,5,6,15,8,9,10,3,4,5,6,7,29,29,29,11,12,13,14,15,0,1,2,9,10,11,4,13,14,15,8,31,31,31,12,31,31,31,31,9,10,11,12,13,14,15,0,23,23,23,23,23,23,23,8
4253,1558,11,21,3,6,1,fffffea7,fffdff3a,bfffffcf,dff5ffed,a0000001,9405b85d,c60478f2,ac65a61d,3,21,21,21,7,0,1,2,11,4,5,6,15,8,9,10,3,4,5,6,7,29,29,29,11,12,13,14,15,0,1,2,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
4253,1571,1,12,1,7,1,ffbfff7b,fabf7ffb,ebfffefd,55fdfffe,00000001,324cb2fe,442f545c,69f16b2b,1,2,3,23,5,6,7,0,9,10,11,4,13,14,15,8,1,2,3,4,5,6,7,31,9,10,11,12,13,14,15,0,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
4253,1615,16,18,5,7,3,dfbfffff,fb7e5fff,fffbdfff,dffbbfff,00000001,92040000,6265f31a,68abb978,27,27,27,27,1,2,3,27,5,6,7,0,9,10,11,4,5,6,7,27,27,27,27,27,13,14,15,0,1,2,3,4,5,6,7,0,9,10,11,4,13,14,15,8,19,19,19,12,13,14,15,0,1,2,3,4,19,19,19,8,9,10,11,12
4253,1628,13,13,5,4,3,bf7febad,ff3ff756,fafaf6f6,fffffffc,28000001,f2e5468c,7b320d81,d79d5d0d,27,27,27,27,1,2,3,27,5,6,7,0,9,10,11,4,5,6,7,27,27,27,27,27,13,14,15,0,1,2,3,4,5,6,7,0,9,10,11,4,13,14,15,8,19,19,19,12,13,14,15,0,1,2,3,4,19,19,19,8,9,10,11,12
4253,1640,4,11,1,3,3,f7efdbfb,f7fffffb,fffefe7f,f7eb7fef,80000001,9026447e,1f279907,070b4438,1,2,3,23,5,6,7,0,9,10,11,4,13,14,15,8,1,2,3,4,5,6,7,31,9,10,11,12,13,14,15,0,5,6,7,0,9,10,11,4,13,14,15,8,19,19,19,12,13,14,15,0,1,2,3,4,19,19,19,8,9,10,11,12
4253,1659,32,3,3,11,3,ffffeffd,ffffeff7,ffffffef,ffdfffff,00000001,3725b98f,d6e1adeb,dfbc6de4,3,21,21,21,7,0,1,2,11,4,5,6,15,8,9,10,3,4,5,6,7,29,29,29,11,12,13,14,15,0,1,2,5,6,7,0,9,10,11,4,13,14,15,8,19,19,19,12,13,14,15,0,1,2,3,4,19,19,19,8,9,10,11,12
4253,1674,9,5,3,26,1,b9ffffdf,f9fdff7f,fffebffe,b6ff7ffd,10000001,bc129652,b4c6341b,13cb9597,3,21,21,21,7,0,1,2,11,4,5,6,15,8,9,10,3,4,5,6,7,29,29,29,11,12,13,14,15,0,1,2,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
4253,1714,32,3,3,3,5,fffffeff,fffb9d7f,ffdb9ff7,bff9fff7,60000001,0623be05,4730c7b7,e4dcb68e,3,21,21,21,7,0,1,2,11,4,5,6,15,8,9,10,3,4,5,6,7,29,29,29,11,12,13,14,15,0,1,2,11,4,5,6,15,8,9,10,29,12,13,14,29,29,29,29,11,12,13,14,15,0,1,2,21,21,21,21,21,8,9,10
4253,1744,32,21,3,7,1,ff3feefd,ffffecff,fffffcfd,fffbadfd,70000001,b4dc9c74,fa71d735,2b9421bd,3,21,21,21,7,0,1,2,11,4,5,6,15,8,9,10,3,4,5,6,7,29,29,29,11,12,13,14,15,0,1,2,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
4253,1814,13,22,1,9,3,ffffebfb,7fffbb7f,cbddfffb,fff7ff7f,00000001,179503c2,84579cd5,8bcf2f27,1,2,3,23,5,6,7,0,9,10,11,4,13,14,15,8,1,2,3,4,5,6,7,31,9,10,11,12,13,14,15,0,5,6,7,0,9,10,11,4,13,14,15,8,19,19,19,12,13,14,15,0,1,2,3,4,19,19,19,8,9,10,11,12
4253,1815,27,11,5,8,3,d73d23f7,ef7fffff,eeffffdf,fffbf6cf,40000001,bec29ed7,722046bc,7d6ac005,27,27,27,27,1,2,3,27,5,6,7,0,9,10,11,4,5,6,7,27,27,27,27,27,13,14,15,0,1,2,3,4,5,6,7,0,9,10,11,4,13,14,15,8,19,19,19,12,13,14,15,0,1,2,3,4,19,19,19,8,9,10,11,12
4253,1843,19,26,1,19,7,efbfbff7,fb7fffff,feeffdfb,7fbfebf9,b0000001,c49c2158,dd1db4e7,0da08972,1,2,3,23,5,6,7,0,9,10,11,4,13,14,15,8,1,2,3,4,5,6,7,31,9,10,11,12,13,14,15,0,9,10,11,4,13,14,15,8,31,31,31,12,31,31,31,31,9,10,11,12,13,14,15,0,23,23,23,23,23,23,23,8
4253,1851,12,29,1,1,1,fff7dffd,ffdd7fbd,ffffbff7,ffff9dff,e0000001,8ecaba1b,4a61645b,6aac5023,1,2,3,23,5,6,7,0,9,10,11,4,13,14,15,8,1,2,3,4,5,6,7,31,9,10,11,12,13,14,15,0,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
4253,1876,25,22,5,19,3,efffffef,fbdfb3ff,fbf7f7fd,fef7fffb,80000001,acaa212f,aa5340c9,5ca836d2,27,27,27,27,1,2,3,27,5,6,7,0,9,10,11,4,5,6,7,27,27,27,27,27,13,14,15,0,1,2,3,4,5,6,7,0,9,10,11,4,13,14,15,8,19,19,19,12,13,14,15,0,1,2,3,4,19,19,19,8,9,10,11,12
4253,1890,24,2,3,7,1,ef8ffffa,fffbfff8,f7ffbfe9,77ffbffd,20000001,8f3c8ae4,a3cf01c6,a91d27dd,3,21,21,21,7,0,1,2,11,4,5,6,15,8,9,10,3,4,5,6,7,29,29,29,11,12,13,14,15,0,1,2,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
4253,1970,4,14,5,9,3,7bfffff7,fff7fff3,ff9fbf9e,fffdafff,c0000001,93fcf151,739a3cf7,72b647f3,27,27,27,27,1,2,3,27,5,6,7,0,9,10,11,4,5,6,7,27,27,27,27,27,13,14,15,0,1,2,3,4,5,6,7,0,9,10,11,4,13,14,15,8,19,19,19,12,13,14,15,0,1,2,3,4,19,19,19,8,9,10,11,12
