MEXP,D.D,POS1,SL1,SL2,SR1,SR2,MSK1,MSK2,MSK3,MSK4,PARITY1,PARITY2,PARITY3,PARITY4,ALTI_SL2_PERM,,,,,,,,,,,,,,,,ALTI_SL2_PERM64,,,,,,,,,,,,,,,,ALTI_SR2_PERM,,,,,,,,,,,,,,,,ALTI_SR2_PERM64,,,,,,,,,,,,,,,
11213,2264,68,14,3,7,3,effff7fb,ffffffef,dfdfbfff,7fffdbfd,00000001,00000000,e8148000,d0c7afa3,3,21,21,21,7,0,1,2,11,4,5,6,15,8,9,10,3,4,5,6,7,29,29,29,11,12,13,14,15,0,1,2,5,6,7,0,9,10,11,4,13,14,15,8,19,19,19,12,13,14,15,0,1,2,3,4,19,19,19,8,9,10,11,12
11213,2337,73,11,3,2,5,ff6ffcff,bff77dff,77dfffff,fbfffffb,00000001,00000000,bcaaa000,278c70be,3,21,21,21,7,0,1,2,11,4,5,6,15,8,9,10,3,4,5,6,7,29,29,29,11,12,13,14,15,0,1,2,11,4,5,6,15,8,9,10,29,12,13,14,29,29,29,29,11,12,13,14,15,0,1,2,21,21,21,21,21,8,9,10
11213,2366,72,13,3,1,1,7ff7ffff,afffcdde,effffeff,ffffffff,00000001,00000000,03dc0000,1f9394f8,3,21,21,21,7,0,1,2,11,4,5,6,15,8,9,10,3,4,5,6,7,29,29,29,11,12,13,14,15,0,1,2,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
11213,2411,63,22,1,13,1,f5fbfffb,ffffffbf,df7ffcb7,dffff7ff,00000001,00000000,f73ca000,2ad648b9,1,2,3,23,5,6,7,0,9,10,11,4,13,14,15,8,1,2,3,4,5,6,7,31,9,10,11,12,13,14,15,0,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
11213,2581,73,12,3,9,1,ddffdff7,6baffff7,7bd5ffff,efd3fbff,00000001,00000000,f75e8000,b53672e0,3,21,21,21,7,0,1,2,11,4,5,6,15,8,9,10,3,4,5,6,7,29,29,29,11,12,13,14,15,0,1,2,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
11213,2665,48,10,3,9,5,5dffefcd,c6ffffdf,fe77bfff,ffefefff,00000001,00000000,6f4ea000,1b8db4ba,3,21,21,21,7,0,1,2,11,4,5,6,15,8,9,10,3,4,5,6,7,29,29,29,11,12,13,14,15,0,1,2,11,4,5,6,15,8,9,10,29,12,13,14,29,29,29,29,11,12,13,14,15,0,1,2,21,21,21,21,21,8,9,10
11213,2742,45,13,3,10,5,fbffd7ff,ddf7f7e7,9bffe71f,ff7ec3ff,00000001,00000000,830e0000,cd4127af,3,21,21,21,7,0,1,2,11,4,5,6,15,8,9,10,3,4,5,6,7,29,29,29,11,12,13,14,15,0,1,2,11,4,5,6,15,8,9,10,29,12,13,14,29,29,29,29,11,12,13,14,15,0,1,2,21,21,21,21,21,8,9,10
11213,2940,58,7,7,5,1,7defffff,7d9bffff,fdbff7ee,dfffffff,00000001,00000000,5b202000,95b190fd,25,25,25,25,3,25,25,25,7,0,1,2,11,4,5,6,7,25,25,25,25,25,25,25,15,0,1,2,3,4,5,6,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
11213,2946,86,19,1,5,1,fffffebf,fdeffadf,7fb71fcf,ffff5fff,00000001,00000000,953e8000,f7bd34c4,1,2,3,23,5,6,7,0,9,10,11,4,13,14,15,8,1,2,3,4,5,6,7,31,9,10,11,12,13,14,15,0,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
11213,3024,84,22,1,7,1,fff7effe,bfb7afff,b7dfffff,bf7f7fef,00000001,00000000,e1d70000,02717d9d,1,2,3,23,5,6,7,0,9,10,11,4,13,14,15,8,1,2,3,4,5,6,7,31,9,10,11,12,13,14,15,0,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
11213,3205,33,6,7,7,1,fffff9ff,fb7fffff,ebeffdfe,fbfbffff,00000001,00000000,8a3d0800,026e932d,25,25,25,25,3,25,25,25,7,0,1,2,11,4,5,6,7,25,25,25,25,25,25,25,15,0,1,2,3,4,5,6,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
11213,3258,22,14,7,7,1,fffefbf7,effffb7e,fefdfbbf,e7ffffdf,00000001,00000000,5c142000,0aaefe70,25,25,25,25,3,25,25,25,7,0,1,2,11,4,5,6,7,25,25,25,25,25,25,25,15,0,1,2,3,4,5,6,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
11213,3343,79,22,1,17,1,ffbf7ff7,9dffdfdf,dfef97bf,dfeebf7f,00000001,00000000,68cbe000,1c20bdd1,1,2,3,23,5,6,7,0,9,10,11,4,13,14,15,8,1,2,3,4,5,6,7,31,9,10,11,12,13,14,15,0,7,0,1,2,11,4,5,6,15,8,9,10,17,12,13,14,15,0,1,2,3,4,5,6,17,8,9,10,11,12,13,14
11213,3357,77,9,3,10,3,fffffffe,3feefbff,f7fefeff,f5bc9fff,00000001,00000000,73b20000,b134ef9c,3,21,21,21,7,0,1,2,11,4,5,6,15,8,9,10,3,4,5,6,7,29,29,29,11,12,13,14,15,0,1,2,5,6,7,0,9,10,11,4,13,14,15,8,19,19,19,12,13,14,15,0,1,2,3,4,19,19,19,8,9,10,11,12
11213,3451,45,17,1,6,3,f77bbfef,bcf7bfdf,bffff7e7,fffaff7b,00000001,00000000,ce408000,1344dad1,1,2,3,23,5,6,7,0,9,10,11,4,13,14,15,8,1,2,3,4,5,6,7,31,9,10,11,12,13,14,15,0,5,6,7,0,9,10,11,4,13,14,15,8,19,19,19,12,13,14,15,0,1,2,3,4,19,19,19,8,9,10,11,12
11213,3512,41,13,1,4,3,fb5d7fff,fbff7bff,f7ff677f,c67fffbf,00000001,00000000,0eb18000,afe068e2,1,2,3,23,5,6,7,0,9,10,11,4,13,14,15,8,1,2,3,4,5,6,7,31,9,10,11,12,13,14,15,0,5,6,7,0,9,10,11,4,13,14,15,8,19,19,19,12,13,14,15,0,1,2,3,4,19,19,19,8,9,10,11,12
